"Output","Predictor.Count","Predictor.Zero"
0,1.18163149105385,0.546427757944912
3,-0.543875156436116,-2.27319582831115
0,0.391168547794223,1.06982199708
0,4.21845524106175,-1.53778701787814
6,-3.58073238981888,0.642925309948623
6,-2.78576965909451,-2.22578982822597
13,-3.1504474603571,-1.95130075328052
2,2.28266082704067,-1.72933778492734
0,3.44293799716979,1.73870289465412
15,-3.47178027965128,-0.927865563426167
5,-0.822755147237331,-1.46696147508919
6,-3.84947788901627,-2.75537302717566
0,-1.31577726686373,2.13370809331536
10,-4.00981472339481,-2.82885466702282
0,-1.80673660244793,3.44420971581712
3,-4.41442315466702,1.14661218365654
0,-2.07933775614947,4.30900953710079
2,0.301342771854252,-3.57108858181164
0,1.83773152530193,-3.41560295782983
1,2.35604823334143,-1.86945840250701
1,3.49018438253552,-2.1285110944882
0,4.96421391144395,2.13209592504427
0,1.55034634517506,-0.0198242533951998
0,-2.31634142808616,0.733451419509947
0,1.36587387882173,3.98385770153254
0,3.45605333801359,-3.34123788168654
17,-3.02728728158399,-2.87608527345583
1,-3.88736042194068,-2.67275845399126
0,-1.72924383543432,2.55467565963045
14,-4.95247521437705,2.10220178589225
0,2.71553672850132,0.15443078475073
3,-1.14368013571948,-2.66414077254012
0,3.07698554592207,1.70165075454861
0,2.64424140099436,2.35184665070847
4,1.99809891637415,-2.79891497688368
1,4.6944435685873,3.84296412579715
0,-4.68648093054071,2.24535452434793
0,0.692758625373244,1.27321081934497
0,3.58158566290513,-0.938301689457148
0,-3.88572578318417,4.68880880624056
0,-0.0249029928818345,4.62526708841324
1,1.5377586777322,1.04329458903521
0,1.55235434416682,1.43664135364816
0,3.45645510358736,-1.05320742586628
3,-2.52198620466515,-2.81756304437295
8,-3.54826490394771,1.79238819750026
0,3.81762212375179,-3.66039166925475
0,3.58459242852405,2.93152066878974
0,2.13877753121778,-0.0616870680823922
0,2.7256737020798,-3.68022999027744
0,3.000599949155,1.65666182758287
26,-4.7442963020876,-4.744355478324
0,2.28849058039486,2.28875904809684
5,-3.57573279412463,0.562536234501749
1,3.28232121188194,0.774067668244243
0,0.0126340892165899,3.2826437545009
0,1.75932766869664,3.62107099033892
0,-4.89929077448323,2.61482122354209
0,-0.810686880722642,3.72857930138707
0,2.35369994305074,-0.0984010077081621
0,-4.39227185212076,3.99295192444697
12,-3.86013539042324,-3.74611503211781
0,2.97171095851809,-4.27630522288382
0,-4.06503569334745,-0.377242402173579
1,2.60383005719632,-2.0497994334437
0,-2.79077308252454,0.466346198227257
4,-1.03104594629258,2.4807008751668
0,-1.11482333624735,4.02742834761739
0,-0.932593729812652,4.5096214232035
9,-2.17522770399228,-1.17051865905523
0,-0.271213406231254,2.47596391942352
2,4.79513825383037,1.13992973230779
1,0.0312276184558868,1.79607704747468
0,-4.04736428754404,2.22345926100388
0,3.71479564346373,1.95424346951768
8,-3.65807618247345,-4.68353369273245
0,-1.37764046434313,3.75666704494506
0,0.979975645896047,3.79181505879387
0,0.323504463303834,3.99990847567096
0,-0.0193926854990423,4.65176197467372
0,-0.547862588427961,0.696420390158892
0,-1.60846247337759,2.20802622381598
11,-4.36975985998288,-3.34206638392061
0,-0.571706481277943,2.22105647437274
3,-2.04823889303952,-4.97811757260934
0,-2.76613481575623,4.52647513709962
0,4.25652966601774,-0.479152651969343
2,1.64951959159225,-2.50743855256587
0,4.69874969683588,-0.901356062386185
0,3.80572808673605,-2.42485694820061
0,0.823883018456399,2.52526094205678
10,-2.53420740598813,0.211384429130703
0,-4.85592724289745,2.26904006209224
0,0.817892847117037,1.02937041781843
2,-0.250533672515303,-3.16659763455391
0,2.40643962752074,-4.137207060121
0,-0.256959015969187,-0.032846424728632
4,-0.55117761483416,0.580591573379934
0,-2.12707245722413,-2.40106627577916
5,-0.030455335509032,-1.22001599520445
0,0.908034204039723,1.90454161260277
0,-0.879808168392628,2.15569759486243
13,-2.3195690033026,-2.11016850080341
0,-0.235749145504087,2.49885932309553
5,-1.28438749350607,2.57635952206329
8,-2.97793553676456,-0.17022242769599
0,4.75897637661546,0.00219638459384441
0,2.72653875174001,-2.34749329509214
0,-1.9741798681207,-1.66105271549895
5,-3.53981875581667,-1.15536146564409
1,2.08503816509619,-3.05826111230999
1,1.12791933584958,0.158598853740841
12,-4.4835733063519,0.562505435664207
0,-0.489606261253357,-2.0109257963486
0,2.58828254183754,-1.69040858512744
0,-1.33617314742878,-0.416300208307803
0,-0.833597132004797,-3.63385086879134
6,-2.23963315365836,0.270200378727168
0,2.2994023328647,1.5624772827141
3,1.44338265294209,-3.93588646547869
0,0.652534300461411,-1.65547426557168
0,0.612546978518367,0.798596723470837
0,4.78570454055443,-2.30862986063585
12,-3.73822618741542,-2.41525484714657
0,4.87181187840179,-4.39175037434325
0,1.00154085783288,4.9002904095687
9,-3.6875375895761,-4.33704307302833
0,-1.68462044093758,-4.01333854068071
0,2.20751482527703,3.36394365178421
1,1.338358852081,-3.67766716517508
0,3.9944033860229,-1.18485769722611
0,1.34978692512959,-2.36964948475361
0,0.924852697644383,-2.27610531961545
0,-1.8710879329592,2.98230482498184
0,4.69714042730629,-2.8838333231397
0,4.83325069770217,-2.91804809356108
0,0.312871492933482,4.51072779949754
2,-1.32018386153504,-4.82858212199062
14,-3.75294780824333,-4.45284453220665
0,-4.74807169288397,4.71134656108916
0,0.80021362984553,3.33297323668376
1,2.33179666567594,-4.80218885932118
9,-4.0714682568796,-0.941496421582997
0,1.9363107252866,1.60676221828908
2,-3.20024732500315,0.713950279168785
0,0.372692609671503,1.03535299887881
0,-0.661304327659309,1.70021990779787
0,-0.143035370856524,-2.69123723497614
1,-1.95884062210098,-0.46850674552843
0,1.91466356394812,1.36134430067614
1,2.2499860660173,-1.31986066000536
0,1.76035380922258,-2.92020519729704
0,3.28095995355397,-3.24479950126261
0,4.70395512878895,3.11759546399117
0,3.00404464825988,1.0755971330218
6,-4.6732962387614,-2.59053490124643
0,0.63927564304322,3.58159940922633
2,1.26544485334307,2.82357964664698
1,-3.39502289658412,0.505468759220093
0,1.55012285336852,4.50877697672695
0,4.08533690031618,3.28810947481543
4,-4.66285249451175,1.71910967677832
0,-4.52467882307246,4.07573282718658
0,3.34216097136959,-2.85790741676465
0,2.13219860568643,-4.89464345155284
1,1.13113049184904,1.32730720099062
0,1.92717221099883,-2.92396507924423
0,3.72173693729565,3.37329761823639
1,1.88585314899683,-1.97801559232175
0,-1.64033476263285,2.0010417024605
0,3.12763605033979,0.654684456530958
0,4.78493793634698,2.97473097452894
0,-4.32185041252524,1.48529907222837
1,1.10636584227905,0.238135382533073
0,3.59466037945822,1.06589531293139
3,-1.75240008858964,-1.26950083766133
0,-2.41898120846599,4.81088628293946
0,2.17691385420039,1.72276037046686
1,-0.81613845191896,-3.31658100243658
0,-1.22443616157398,2.22979847341776
0,1.51512612123042,-1.09495584154502
0,2.34795983415097,2.81710801180452
0,2.30621590279043,2.21117156324908
0,-0.372119168750942,2.35623843967915
4,-1.1826740950346,-4.55240441486239
2,2.69519698107615,0.693339661229402
1,2.5885660527274,-1.04691897751763
10,-3.6995224445127,1.37035694438964
0,4.4989046966657,-1.47612264147028
2,-3.34686926333234,2.03433567658067
18,-3.93759302096441,-3.24545679148287
0,0.219601569697261,-2.69396513234824
0,-0.870496367570013,2.69988813204691
0,3.5677804518491,2.76001614052802
3,-2.5946739828214,1.17008982924744
0,3.13283894676715,2.89691910613328
0,-1.4994847541675,3.51024836534634
5,-1.96433371631429,-0.565634805243462
4,-2.54882575478405,-0.591977867297828
0,-0.305762367788702,3.96294942591339
0,-2.22702406113967,2.78355715563521
2,-1.20378858409822,-2.21343480516225
0,-3.98579573258758,1.22509699314833
0,4.72428064327687,0.757620285730809
11,-4.39175365259871,-0.841974229551852
0,3.78922961186618,2.32460428960621
0,3.92194043146446,-2.52101995516568
0,4.70776792848483,2.14229882694781
0,3.8963485788554,-3.75078782439232
0,1.73908828757703,-1.42406876664609
5,-0.918113787192851,-1.04916631244123
0,3.79878457868472,4.93677772115916
0,-2.19607762992382,2.21231417264789
2,1.30223700078204,-3.05560914799571
0,2.29952384252101,2.16538862790912
8,-2.05149309942499,-0.267296335659921
0,3.38893782580271,-4.24437489593402
0,3.0942569882609,-2.08083546021953
13,-3.78943267278373,0.685579928103834
3,-0.267163084354252,-4.09261461580172
6,-3.94293131772429,-4.27935173269361
1,3.46693252678961,-2.18046504771337
0,4.42723263287917,2.58149021305144
17,-4.99398086918518,-1.66728315642104
0,3.36935403756797,2.52793687395751
0,2.32663395581767,2.46586786117405
0,-2.81367799267173,3.74788696411997
0,-1.59803095506504,3.71418301714584
0,4.57069257972762,4.826931708958
0,4.69866982428357,0.86776893120259
2,0.708964727818966,0.192604786716402
9,-3.40025575133041,-1.94225909886882
0,1.15780988475308,1.76906784297898
0,1.06570098083466,0.600016778334975
1,4.70496667316183,-3.00942494533956
1,1.51422988623381,-3.07983818463981
0,-2.50762805808336,1.57388443127275
20,-3.85302246781066,-1.61950193811208
0,3.64371691597626,1.2398964096792
7,-0.645116828382015,-2.46728650061414
0,3.54496463900432,-3.59851249260828
0,-1.48234182503074,3.51597196189687
0,-0.700945071876049,3.61473035300151
0,4.32181342504919,3.00408354494721
0,1.30282941041514,3.24990430381149
0,2.93301736703143,-3.9150484255515
2,0.304030936677009,-1.16629335330799
1,4.82212300878018,-4.00450581451878
0,-2.83781617414206,2.57956036133692
0,0.593159473501146,0.524672621395439
2,-1.78730891551822,-1.19798024417832
1,-0.599987667519599,0.098373715300113
3,1.21614820091054,-0.970288692042232
0,4.21823792392388,3.18146166624501
0,3.74752023490146,3.64606852177531
1,4.18040965450928,-1.82287172181532
2,-1.14220410119742,3.3530108211562
0,0.598729599732906,0.204889781307429
0,-4.83242507558316,4.34771438362077
0,-0.747369185555726,0.987857750151306
0,3.93231944646686,0.756170137319714
1,2.43695415556431,4.00696224533021
0,-3.52204514900222,1.07697577215731
8,-2.1381808212027,-3.53471442125738
14,-4.83463537879288,1.54225128469989
0,0.464911789167672,1.62676204694435
0,2.27052012691274,3.69627357693389
2,1.32206130539998,-3.29875129275024
1,4.31164793670177,-4.31537335505709
0,3.97685057250783,0.824486752972007
0,-0.11446216609329,-4.21087922295555
0,3.77404487458989,2.72934104781598
0,0.0292455567978323,3.53419942315668
6,-4.26135502289981,1.68083667289466
9,-4.30014031706378,1.40243795700371
1,1.95460988441482,-4.3214464886114
0,-4.22386171994731,0.990442908369005
0,-3.31248564412817,4.04939593980089
15,-2.74065123870969,-4.29875561967492
0,-0.892315551172942,-0.404977523721755
7,-2.4781390838325,-1.55331842601299
9,-4.76647179806605,-1.08719016890973
12,-4.55322465160862,1.88442474463955
0,-2.03724842052907,1.29783723969012
0,-0.0726574100553989,3.75861729495227
0,-2.34867152292281,1.38727965531871
0,2.1336011774838,-1.35680706240237
6,-1.69094195589423,-1.19073893874884
4,-1.89577273558825,-0.906265408266336
4,-3.83225279627368,-3.9525149250403
0,3.57758631696925,-0.834773450624198
13,-4.62121788645163,1.6029817587696
0,-3.99795348057523,2.72902957163751
8,-3.93162111053243,-3.22094368282706
0,3.17951496923342,1.35309724137187
1,0.199943468905985,-2.65109281521291
3,-0.963148281443864,-4.54677458386868
1,3.89110472518951,-4.98122978489846
0,4.77429463993758,-0.0962787424214184
1,2.62919370550662,-4.08552681561559
0,-0.917887780815363,-2.11450743256137
0,2.5249856733717,4.07576239667833
0,4.18180727167055,3.2660999824293
0,4.85045139677823,-2.83534495625645
4,-2.14305376401171,-1.71856034547091
0,1.025366242975,1.95940797915682
0,1.48918182589114,0.142190405167639
2,0.602380584459752,-0.304243573918939
0,-0.357513374183327,1.22142592677847
0,4.38700113911182,2.31273656245321
3,-0.136396852321923,-4.65344862313941
0,2.38638485549018,-4.36083099106327
0,-2.26303793257102,2.59055762551725
0,2.63342480640858,-4.70409796806052
0,-3.35343943210319,4.543255364988
0,2.4962017359212,-1.46768141537905
0,-3.70489813387394,1.81059438502416
13,-4.80347958160564,-4.31811559479684
1,-2.28414127603173,-1.50274791754782
4,1.08499260386452,-1.6746683511883
3,0.207771128043532,-3.30287785967812
0,0.858974037691951,4.94438592344522
0,3.40295654255897,-1.5708982385695
0,-3.55401201872155,4.8566533671692
0,2.19790102215484,3.81627696566284
10,-4.0868674730882,-3.62609939882532
0,4.1322717233561,-2.19171948265284
9,-2.26706714136526,-4.21601111302152
0,-0.279856426641345,2.97043433878571
4,-3.99607525905594,0.74598127277568
4,-1.28436764003709,-3.70697365608066
0,3.64873209502548,-3.53149404283613
1,3.03457369329408,-1.54900033958256
6,-3.76945658354089,-2.09584904601797
1,4.28702305769548,-2.44799093808979
0,2.75794547284022,-1.21227560564876
0,1.30845258478075,-0.0107397045940161
0,-2.89705664617941,2.48180353548378
0,-1.39110852964222,2.15720307547599
2,-0.747039294801652,-4.96897460659966
3,-1.93949998123571,0.930110695771873
0,4.78197655873373,2.5754516129382
0,4.93813817156479,0.178528514225036
0,-2.48292371397838,3.39369730558246
0,-0.352576659061015,3.11283271759748
0,-0.549881800543517,-1.98576699243858
5,-1.41376511892304,-3.65003387676552
0,0.56134237209335,4.15291267912835
0,-3.09182608732954,-0.283588150050491
0,-2.56165907951072,0.259751447010785
0,3.36331342579797,3.69113294174895
0,2.5179597758688,-0.559983130078763
6,-2.18594385311007,-4.88815458025783
0,4.56572683062404,-0.266491640359163
0,4.10737860947847,-3.02796814590693
0,-3.13993778312579,3.94824585644528
0,2.29273525997996,0.444134860299528
0,-3.69393665809184,4.92731819394976
0,4.48077096603811,-4.14436160353944
0,4.43665810395032,1.54578241752461
0,-0.0787484552711248,-3.47807979676872
10,-3.26239067828283,-3.17075975937769
10,-2.23355313297361,-0.0698396284133196
0,2.21976660192013,1.918492494151
0,-0.594052441883832,1.18775909533724
13,-3.80468825576827,-2.66373850870878
0,1.68893923982978,-1.04865775909275
31,-4.42919159773737,0.398035531397909
